model,fold,text,true_label,predicted_label
Typhoon2-7B,3,"กรณียักยอกทรัพย์ของทางราชการ  โดยผู้ถูกร้องได้นำทรายจากแม่น้ำน่าน จำนวน 200,000 ลูกบาศก์เมตร มาจำหน่ายให้แก่เอกชน  และเสนอเงินให้แก่ผู้ว่าราชการจังหวัดน่าน เป็นจำนวนเงิน 50.000 บาท เพื่อให้ผู้ว่าราชการจังหวัดน่านอนุมัติให้มีการจำหน่ายทรายดังกล่าว ",7,4
Typhoon2-7B,3,ละเว้นการปฏิบัติหน้าที่โดยมีการเรียกรับเงิน,7,0
Typhoon2-7B,3,"สร้างรั้วทับทับทางสาธารณประโยชน์
",3,2
Typhoon2-7B,3,เบิกจ่ายงบประมาณโครงการอาหารกลางวันนักเรียนไม่ถูกต้อง,0,1
Typhoon2-7B,3,ปฏิบัติหน้าที่โดยไม่ชอบในการไม่ตรวจรับงานและบอกเลิกสัญญาจ้าง,2,0
Typhoon2-7B,3,ฝ่าฝืนหรือไม่ปฏิบัติตามมาตรฐานทางจริยธรรมอย่างร้ายแรง กรณีติดป้ายประชาสัมพันธ์ตนเองในเขตทางหลวงแผ่นดินและในที่ดินสาธารณประโยชน์ โดยไม่ได้รับอนุญาตและไม่ได้เสียภาษีป้ายให้องค์กรปกครองส่วนท้องถิ่น,10,9
Typhoon2-7B,3,จัดจ้างลูกจ้างโดยมิชอบ,0,2
Typhoon2-7B,3,ดำเนินโครงการซื้อค่าจัดซื้อถุงยังชีพ – ข้าวสารโดยวิธีเฉพาะเจาะจง โดยไม่ชอบด้วยกฎหมายและระเบียบ,4,2
Typhoon2-7B,3,"ร่ำรวยผิดปกติ โดยนำเงินไปลงทุนกับ นางสาว ศ. จำนวน 4,200,000 บาท (สี่ล้านสองแสนบาท) ซึ่งผู้ถูกร้องประกอบอาชีพรับราชการตำรวจ และไม่มีธุรกิจหรือกิจการใดๆ ที่จะทำให้มีรายได้นอกเหนือจากการรับเงินเดือนหรือเงินสวัสดิการอื่นจากทางราชการ",6,9
Typhoon2-7B,3,"เจ้าหน้าที่ศูนย์ป้องกันและบรรเทาสาธารณภัย เขต 4 ประจวบคีรีขันธ์  ร่วมกันใช้ชื่อผู้อื่นเปิดบริษัท 
เพื่อทำการส่งอุปกรณ์ฝึกต่าง ๆ มีการทุจริตใช้ใบเสร็จรับเงินของบริษัท มาเบิกเงินโครงการโดยที่ไม่ได้รับของ โดยใช้บ้านของข้าราชการเป็นสถานที่เปิดบริษัท",0,1
Typhoon2-7B,3,เบิกจ่ายเงินค่าบริการนวดแผนไทยอันเป็นเท็จ,0,1
Typhoon2-7B,3,กรณีกล่าวหาผู้ถูกร้อง เมื่อครั้งดำรงตำแหน่งรองนายกรัฐมนตรี ข้อหาว่าร่ำรวยผิดปกติ,6,9
Typhoon2-7B,4,จัดซื้อจัดจ้างโดยคัดเลือกจากผู้รับจ้างที่ผู้ถูกร้องเป็นผู้จัดหามา,10,2
Typhoon2-7B,4,ทุจริตโครงการสนับสนุนการศึกษาดูงานและประกวดผลงานของนิสิต : กิจกรรมนิสิตรางวัล COSCI Best Students ทัศนศึกษา ณ ประเทศสิงคโปร์ ปีงบประมาณ พ.ศ. 2558,2,1
Typhoon2-7B,4,ปฎิบัติหรือละเว้นการปฏิบัติหน้าที่โดยมิชอบ กรณีทุจริตในโครงการพัฒนาและปรับปรุงระบบป้องกันทางอากาศ ระยะที่ 7 กองทัพอากาศ ปีงบประมาณ 2564 และให้ถ้อยคำอันเป็นเท็จต่อคณะกรรมาธิการป้องกันและปราบปรามการทุจริตและประพฤติชอบ เกี่ยวกับโครงการดังกล่าว,2,0
Typhoon2-7B,4,แบ่งจ้างโครงการขยายท่อเมนประปาในพื้นที่หมู่ที่ 14 ตำบลตลุกดู่ อำเภอทัพทัน จังหวัดอุทัยธานี เพื่อหลีกเลี่ยงการจัดจ้างโดยวิธีสอบราคา แสวงหาประโยชน์ให้แก่เจ้าหน้าที่พัสดุเข้าไปมีส่วนได้เสียในสัญญาจ้าง จัดทำรายงานควบคุมงานจ้าง ตรวจรับงานจ้างเป็นเท็จ เป็นเหตุให้เทศบาลจ่ายเงินให้กับผู้รับจ้างทั้งที่ทำงานไม่ถูกต้องครบถ้วนตามบันทึกตกลงจ้างและเอกสารประกอบ,2,1
Typhoon2-7B,4,ปฏิบัติหน้าที่โดยมิชอบ หรือทุจริตต่อหน้าที่,2,0
Typhoon2-7B,4,เป็นเจ้าพนักงายปฏิบัติหรือละเว้นการปฏิบัติหน้าที่โดยมิชอบ เพื่อให้เกิดความเสียหายแก่ผู้หนึ่งผู้ใด หรือปฏิบัติหรือละเว้นการปฏิบัติหน้าที้โดยทุจริต กรณีไม่เบิกเงินจ่ายเงินค่าจ้างให้กับผู้รับจ้าง ทั้งที้ผู้รับจ้างได้ส่งมอบงานครบถ้วนแล้ะคณะกรรมการตรวจการตรวจรีบพัสดุได้ตรวจรับงานแล้ว,2,0
Typhoon2-7B,4,ทุจริตในโครงการอาหารกลางวันแล้ว ทำการเบียดบังเงินเป็นของตนเอง,2,1
Typhoon2-7B,4,"๑ ดำเนินการโครงการก่อสร้างถนน คสล. สาย ๖/๑๒ ซอยโรงแรมโรสอินน์ ตําบล ม. อําเภอบางสะพาน จังหวัดประจวบคีรีขันธ์ เพื่อประโยชน์ของนายกองค์การบริหารส่วนตำบล ม. และครอบครัว
๒ ร่วมกันกระทำความผิดตามพระราชบัญญัติว่าด้วยความผิดเกี่ยวกับการเสนอราคาต่อหน่วยงานของรัฐ พ.ศ. ๒๕๔๒ กับห้างหุ้นส่วน จำกัด นอมอลโปรเจ็ค และห้างหุ้นส่วน จำกัด นฤมิตร ก่อสร้าง และเข้ามีส่วนได้เสียกับโครงการที่ห้างหุ้นส่วน จำกัด นอมอลโปรเจ็ค เข้าเป็นคู่สัญญา
",2,0
Typhoon2-7B,4,"ทุจริตในโครงการก่อสร้าง
",2,1
Typhoon2-7B,4,ใช้อำนาจหน้าที่ในตำแหน่ง ปฏิบัติหน้าที่โดยทุจริต เข้ามีส่วนได้เสียให้ หจก.เข้าตกลงราคาโดยใช้ชื่อห้างฯ ในการจัดซื้อพัสดุแล้วโอนเงินเข้าบัญชีของนายกอบต.,2,1
Typhoon2-7B,4,ให้ตรวจสอบโรงงานบริษัท ว. และบริษัทในเครือจังหวัดสงขลา,2,0
Typhoon2-7B,4,ใช้อำนาจในตำแหน่งหน้าที่โดยทุจริตอนุมัติเงินจัดซื้อพัสดุ เข้ามีส่วนใช้ชื่อห้างฯ เป็นนอมินี ได้เงินแล้วให้หุ้นส่วนผู้จัดการโอนเงินเข้าบัญชีเงินฝากของตน,2,1
Typhoon2-7B,4,เอื้อประโยชน์และมีส่วนได้เสีย,2,7
Typhoon2-7B,4,ประมาณเดือนสิงหาคม 2558 ถึงเดือนตุลาคม 2558 นาย ช. เมื่อครั้งดำรงตำแหน่ง สมาชิก สภาเทศบาลตำบลธาตุทองอำเภอ บ. ได้กีดกันไม่ให้ผู้ร้อง (เป็นบัตรสนเทห์)ซื้อซองประมูลงาน ของเทศบาลตำบล ธ. และได้ถ่ายเป็นคลิปวีดีโอ ประกอบคำร้อง,2,0
Typhoon2-7B,4,สรรหาลูกจ้างชั่วคราวโดยมิชอบ,2,5
Typhoon2-7B,4,"ปฏิบัติหรือละเว้นการปฏิบัติหน้าที่โดยมิชอบ กรณีผู้ถูกร้องที่ ๑ กับพวก ดำเนินการจัดซื้อจัดจ้างเช่า อ. เขต ก. ขององค์การ ข. อายุสัญญาเช่า ๕ ปี ราคา ๓๙,๐๐๐,๐๐๐ บาท ซึ่งราคาเช่าแพงเกินจริงเมื่อเทียบกับการเช่า อ. ที่มีพื้นที่แตกต่างกันเพียง ๑ ไร่ แต่ราคากับแตกต่างกันหลายเท่าตัว ซึ่งพฤติการณ์ดังกล่าวอาจไม่เป็นไปตามพระราชบัญญัติการจัดซื้อจัดจ้างและการบริหารพัสดุภาครัฐ พ.ศ. ๒๕๖๐ และอาจเอื้อประโยชน์ให้กับเอกชน ",2,0
Typhoon2-7B,4,"กล่าวหาว่าเจ้าหน้าที่ของรัฐ กระทำการโดยมุ่งหมายมิให้มีการแข่งขันราคาอย่างเป็นธรรม เพื่อเอื้ออำนวยแก่ผู้เข้าทำการเสนอราคารายใดให้เป็นผู้มีสิทธิทำสัญญากับหน่วยงานของรัฐ กำหนดคุณลักษณะ TOR โดยมุ่งหมายมิให้มีการแข่งขันในการเสนอราคาอย่างเป็นธรรม ปฏิบัติหน้าที่หรือละเว้นการปฏิบัติหน้าที่โดยมิชอบ และเป็นผู้ว่าราชการจังหวัดควรรู้ว่าการเสนอราคาไม่เป็นไปตามกฎหมาย ละเว้นไม่ยับยั้ง ยกเลิก หรือตรวจสอบการดำเนินการเพื่อให้เป็นไปตามพระราชบัญญัติว่าด้วยความผิดเกี่ยวกับการเสนอราคาต่อหน่วยงานของรัฐ พ.ศ. ๒๕๔๒ กรณีการดำเนินการประกวดราคาโครงการ ดังนี้
๑. จังหวัด อ. ประกาศประกวดราคาซื้อเครื่องติดตามการทำงานของหัวใจและสัญญาณชีพอัตโนมัติ ขนาดเล็ก ด้วยวิธีการประกวดราคาอิเล็กทรอนิกส์ (e-bidding) ประกาศ ณ วันที่ ๓๑ มีนาคม ๒๕๖๕ 
๒. จังหวัด อ. ประกาศประกวดราคาซื้อเครื่องติดตามการทำงานของหัวใจและสัญญาณชีพ ๖ พารามิเตอร์ ระบบรวมศูนย์ไม่น้อยกว่า ๔ เตียง ด้วยวิธีการประกวดราคาอิเล็กทรอนิกส์ (e-bidding) ประกาศ ณ วันที่ ๑๑ เมษายน ๒๕๖๕ 
๓. จังหวัด ย. ประกาศประกวดราคาซื้อเครื่องติดตามการทำงานของหัวใจและสัญญาณชีพ ๖ พารามิเตอร์ ระบบรวมศูนย์ไม่น้อยกว่า ๔ เตียง จำนวน ๕ เครื่อง ด้วยวิธีการประกวดราคาอิเล็กทรอนิกส์ (e-bidding) ประกาศ ณ วันที่ ๒๗ กรกฎาคม ๒๕๖๕
",2,0
Typhoon2-7B,4,"เป็นเจ้าพนักงานปฏิบัติหรือละเว้นการปฏิบัติหน้าที่เพื่อให้เกิดความเสียหายแก่ผู้หนึ่งผู้ใด หรือปฏิบัติหรือละเว้นการปฏิบัติหน้าที่โดยทุจริต กรณีดำเนินโครงการจัดงานมหกรรมพืชสวนโลกจังหวัด อ. พ.ศ. ๒๕๖๙ กิจกรรม จ้างออกแบบผังแม่บทและรายละเอียดโครงการจัดสร้างพื้นที่จัดงานมหากรรมพืชสวนโลก อ. พ.ศ. ๒๕๖๙ โดยวิธีคัดเลือก (ครั้งที่ ๒) กำหนดรายละเอียดขอบเขตงาน (TOR) เอื้อประโยชน์และกีดกันผู้เสนอราคาบางราย 
",2,0
Typhoon2-7B,4,"ขอให้ตรวจสอบผู้ใหญ่บ้านหมู่ที่ 2 บ้านวังโพรง ต.ห้วยใหญ่ อ.หนองบัว จ.นครสวรรค์
ในการบริหารเงินกองทุนหมู่บ้าน และขอให้ตรวจสอบพนักงาน อบต. ห้วยใหญ่ และนายกองค์การบริหารส่วนตำบลห้วยใหญ่ นำงบประมาณมาสร้างถนนตั้งแต่ประมาณ ๑๕ ปีที่แล้ว แต่ไม่เคยใช้การได้",2,0
Typhoon2-7B,4,ทุจริตในการตรวจรับโครงการปรับปรุงถังแชมเปญ,1,2
Typhoon2-7B,4,บริหารจัดการและจำหน่ายผลผลิตปาล์มน้ำมันตามโครงการพัฒนาศักยภาพของหมู่บ้านและชุมชน (SML) และบริหารจัดการจำหน่ายผลผลิตยางพาราตามโครงการ อ. หมู่ที่ ๔ ตำบล ต. อำเภอ ว. จังหวัด ส. โดยไม่โปร่งใส,1,2
Typhoon2-7B,4,ขอร้องเรียนเพื่อให้ตรวจสอบโครงการขององค์การบริหารส่วนตำบล น. อำเภอ ม. จังหวัด พ.,1,2
Typhoon2-7B,4,อนุญาตให้ก่อสร้างอาคารสูงไม่เป็นไปตามกฎหมายควบคุมอาคาร,0,9
Typhoon2-7B,4,ประพฤติมิชอบ เอื้อประโยชน์ แต่งตั้งญาติให้ดำรงตำแหน่งที่ปรึกษากิตติมศักดิ์,0,5
Typhoon2-7B,4,เบิกจ่ายงบประมาณโครงการอาหารกลางวันนักเรียนไม่ถูกต้อง,0,1
Typhoon2-7B,4,นายกองค์การบริหารส่วนตำบลไชยราช อำเภอบางสะพานน้อย จังหวัดประจวบคีรีขันธ์ มีพฤติกรรมทำสัญญาจ้างพนักงานกู้ชีพ ประเภท EMT โดยผู้รับจ้างไม่มาทำงานจริง แต่ได้รับค่าตอบแทนจากองค์การบริหารส่วนตำบลไชยราช,0,2
Typhoon2-7B,4,เจ้าพนักงานทันตสาธารณสุขชำนาญงาน สังกัดโรงพยาบาลส่งเสริมสุขภาพตำบลห้วยยาง มีการทุจริตเบิกเงินค่าทันตกรรมเงินประกันสังคมของผู้ร้อง โดยอ้างว่าผู้ร้องได้ใช้บริการทันตกรรมกรรม เมือวันที่ 30 เมษายน 2567 ทั้งที่ผู้ร้องไม่ได้มีการทำทันตกรรมในวันเวลาดังกล่าวแต่อย่างใด,0,4
Typhoon2-7B,4,ฮั้วประมูลโครงการรัฐทุกโครงการในอำเภอ ย.และอำเภอ น.,0,2
Typhoon2-7B,4,สำนักงานอุตสาหกรรมจังหวัดเพชรบุรี นำเสนอข้อมูลและเอกสารประกอบการออกใบอนุญาตประกอบกิจการโรงงาน ทั้งที่ศาลปกครองมีคำพิพากษาให้เพิกถอนไปแล้ว,0,7
Typhoon2-7B,4,นำรถยนต์ส่วนกลางไปใช้ประโยชน์ส่วนตัว,0,2
Typhoon2-7B,4,ขอให้ตรวจสอบการเดินทางไปราชการของบุคลากรสาธารณสุขอำเภอ ช. และ รพ.สต. ทุกแห่งของอำเภอ ช. ระหว่างวันที่ ๖-๗ กันยายน ๒๕๖๒ มีการขออนุมัติโครงการหรือไม่ มีการขออนุมัติเดินทางหรือไม่ งบประมาณมาจากไหน,0,2
Typhoon2-7B,4,จัดซื้อกล้องวงจรปิดแพงเกินจริง,0,2
Typhoon2-7B,4,เป็นเจ้าหน้าที่ของรัฐ สังกัดสำนักงานเขตพื้นที่การศึกษามัธยมศึกษา น. ได้รับโอนเงินจากคู่สัญญางานก่อสร้างปรับปรุงอาคารสำนักงานของสำนักงานเขตพื้นที่การศึกษามัธยมศึกษา น.,0,4
Typhoon2-7B,4,ร่ำรวยผิดปกติ,0,6
Typhoon2-7B,4,เบิกเงินค่าเดินทางไปราชการโดยมิชอบด้วยกฏหมาย,0,1
Typhoon2-7B,4,บัตรสนเท่ห์ ไม่ระบุชื่อ ร้องเรียนขอให้ตรวจสอบนาย จ. พัฒนาการจังหวัด ป. จำนวน 2 ข้อกล่าวหา กรณีการเบิกค่าเช่าบ้านอันเป็นเท็จ และกรณีทุจริตในโครงการพัฒนาผลิตภัณฑ์ otop จำนวน 10 ผลิตภัณฑ์ ,0,1
Typhoon2-7B,4,ร่วมกันเป็นผู้มีส่วนได้เสียกับผู้รับจ้างและเอื้อประโยชน์ให้กับพวกพ้อง งานจึงไม่ได้คุณภาพทำให้รัฐเสียประโยชน์และทำโครงการโดยใช้เงินจ่ายขาดผิดวัตถุประสงค์ทำให้ประชาชนไม่ได้รับผลประโยชน์ ใช้อำนาจบังคับข่มขู่เจ้าหน้าที่ให้ตรวจรับงานจ้างของบริษัทที่ให้ผลประโยชน์ตนเอง,0,2
Typhoon2-7B,4,เมื่อปี พ.ศ. 2553 นาย อ. ขณะดำรงตำแหน่งนายกเทศมนตรีตำบล หาดเจ้าสำราญ ตำบลหาดเจ้าสำราญ อำเภอเมืองเพชรบุรี จังหวัดเพชรบุรี ได้ดำเนินการก่อสร้างโครงการก่อสร้างรางระบายน้ำ คสล. บริเวณซอยเทศบาล 1/3 หมู่ 1 พร้อมเทคอนกรีตเสริมผิวจราจร คสล. ตำบล หาดเจ้าสำราญ อำเภอเมืองเพชรบุรี จังหวัดเพชรบุรี ในที่ดินโฉนดเลขที่ 13163 เลขที่ดิน 545 หน้าสำรวจ 1596 ตำบลหาดเจ้าสำราญ (บางทะลุ) อำเภอเมืองเพชรบุรี (บ้านแหลม) จังหวัดเพชรบุรี โดยที่ผู้กล่าวหาในฐานะเจ้าของที่ดินแปลงดังกล่าวไม่เคยอุทิศหรือยกที่ดินให้เป็นถนนหรือให้กับทางราชการ เพราะผู้กล่าวหาไม่เคยอุทิศหรือยกให้เป็นที่สาธารณะหรือถนนสาธารณะแต่อย่างใด ประกอบกับตลอดระยะเวลาที่ผ่านมาผู้กล่าวหา ก็ได้ชำระค่าภาษีที่ดินมาโดยตลอด โดยเทศบาลตำบลหาดเจ้าสำราญก็ได้เรียกเก็บภาษีจากผู้กล่าวหาตลอดมา        และสภาพถนนคอนกรีตที่เทศบาลตำบลหาดเจ้าสำราญก่อสร้างบนที่ดินแปลงดังกล่าว ก็ไม่มีบุคคล          หรือชาวบ้านใช้ถนนคอนกรีตดังกล่าวสัญจรไปมาซึ่งการกระทำของเทศบาลตำบลหาดเจ้าสำราญตามกรณีดังกล่าวนั้น ทำให้ผู้กล่าวหาได้รับความเสียหายเพราะไม่สามารถเข้าใช้ประโยชน์ในที่ดินแปลงดังกล่าวได้ ,0,2
Typhoon2-7B,4,ขอให้ตรวจสอบการจัดทำโครงการจ้างเหมาบริการ งานสอนภาษาต่างประเทศ,0,2
Typhoon2-7B,4,"ในปี พ.ศ. ๒๕๖๕ ผู้ถูกกล่าวหา เจตนาทุจริตเบิกจ่ายเงินงบประมาณไม่เป็นไปตามระเบียบหลายรายการ ได้แก่
		๑. จ้างสามีตนเองเป็นคนขับรถ แต่ไม่ปฏิบัติหน้าที่ตามสัญญาจ้าง แต่แต่งตั้งให้เป็นเลขาส่วนตัว เมื่อไปราชการจะให้คนขับรถอีกคนเป็นคนขับและเบิกค่าเบี้ยเลี้ยงพนักงานขับรถ ๒ คน ทุกครั้ง
		๒. ในการดำเนินโครงการต่าง ๆ ผู้ถูกร้อง จะเป็นผู้ไปซื้ออาหารสดมาประกอบเอง โดยให้ลูกน้องทุกคนมาช่วยกันทำอาหาร แต่ใช้ชื่อญาติหรือคนรู้จักเป็นผู้รับจ้าง และเซ็นรับเงินในใบสำคัญรับเงิน เพื่อประกอบการเบิกจ่าย
		๓. การจัดซื้อวัสดุในโครงการทุกโครงการเกินความจำเป็น และการจัดซื้อจ้างจ้างตั้งแต่ ๕,๐๐๐ บาท ต้องจ่ายตรงให้ผู้ขาย แต่สั่งให้เจ้าของโครงการยืมเงินออกมาซื้อเพื่อจะได้หักส่วนต่างเข้าตัวเอง ซึ่งไม่เป็นไปตามระเบียบการจัดซื้อจัดจ้าง 
		๔. ในวันเสาร์ช่วงปลายเดือนมีนาคม ๒๕๖๕ มีการนำรถราชการไปใช้ส่วนตัวจำนวน ๒ คัน คือรถ ๖ ล้อ และรถ ๔ ประตู ไปขนของพี่สาวตนเอง ที่ อ.สัตหีบ จ.ชลบุรี โดยบันทึกขออนุมัติไปราชการขนต้นไม้ และเบิกค่าน้ำมัน ค่าทางด่วน ค่าเบี้ยเลี้ยง ซึ่งไม่เป็นความจริง
		๕. ในช่วงเดือนมกราคม ๒๕๖๕ มีการเบิกค่าเช่าห้องประชุมคิดเป็นชั่วโมงและค่าเช่าเครื่องถ่ายเอกสาร เป็นเงินแสนกว่าบาท เพื่อเก็บตัวเจ้าหน้าที่เพื่อจัดการสอบพนักงานราชการ ซึ่งเกินความจำเป็น
		๖. โครงการจิตอาสาพัฒนา ปรับปรุง สำนักงาน กศน. จังหวัดสะบุรี ได้สั่งการให้อำเภอเข้ามาช่วยทำความสะอาดที่จังหวัด โดยมีการเบิกค่าวัสดุและค่าอาหารหลายแสนบาท โดยใช้เงินอุดหนุน 
(ค่าจัดการเรียนการสอน) ซึ่งไม่ชอบด้วยระเบียบและกฎหมายที่เกี่ยวข้อง",0,1
Typhoon2-7B,4,"ปี พ.ศ. ๒๕๖๔ โครงการสระบุรีเมืองเกษตรปลอดภัย ได้รับจัดสรรงบประมาณ 
เพื่อดำเนินกิจกรรมภายในโครงการ ๓ กิจกรรม ที่เชื่อได้ว่าส่อไปในทางทุจริตในภาครัฐ ดังนี้
		๑. กิจกรรมการถ่ายทอดความรู้การผลิตสินค้าเกษตรที่ปลอดภัยและได้มาตรฐานประกอบด้วยการจัดอบรมให้เกษตรกรในจังหวัดสระบุรีจาก ๑๓ อำเภอ จำนวน ๒๐ รุ่นๆ ละ ๓ วัน จำนวนเกษตรกรเข้าร่วม ๑,๗๒๕ คน พบว่ามีการจัดอบรมที่ไม่เป็นไปตามแผนงาน และหักค่าใช้จ่ายในการดำเนินโครงการบางส่วนจากค่าอาหารและค่าเครื่องดื่ม และได้จ่ายให้กับเกษตรอำเภอแต่ละอำเภอเพื่อนำไปบริหารจัดการ และมีการนำหลักฐานการรับเงิน(บิลเงินสด) ของผู้รับจ้างมาประกอบการเบิกจ่ายในจำนวนยอดเงินที่ตรงตามแผนการใช้จ่าย
		๒. กิจกรรมการสนับสนุนปัจจัยการผลิต เพื่อเพิ่มประสิทธิภาพการผลิตพืชปลอดภัย 
ด้วยการจัดซื้อปัจจัยการผลิตให้กับเกษตรกรที่เข้าร่วมโครงการ ภายในวงเงินไม่เกินรายละ ๕,๐๐๐ บาท พบว่ามีขบวนการวางแผนจัดเตรียมให้มีการจัดซื้อจัดจ้างกับบุคคลหรือผู้ประกอบการเฉพาะกลุ่ม มีการเอื้อประโยชน์ให้กับผู้หนึ่งผู้ใด
		๓. กิจกรรมการติดตาม ประเมินผล และสรุปผลดการดำเนินงาน ประกอบด้วยการจัดทำเล่มเอกสารสรุปผลการดำเนินงาน และเป็นค่าใช้จ่ายในการเดินทางไปราชการของเจ้าหน้าที่โครงการ พบว่าได้มีการเบิกค่าใช้จ่ายในการไปร่วมอบรมเกษตรกรของแต่ละอำเภอจริง แต่ไม่มีแผนในการติดตาม ประเมินผลที่ชัดเจน และการใช้จ่ายงบประมาณเพื่อประเมินผล ติดตาม และสรุปผลการดำเนินงานมีรายละเอียดไม่ครบถ้วน",0,1
Typhoon2-7B,4,กำหนดคุณลักษณะเฉพาะระบบกล้องวงจรปิด เป็นการกีดกันผู้เสนอราคารายอื่นมิให้มีการเข้าแข่งขันในการเสนอราคาอย่างเป็นธรรม,0,2
Typhoon2-7B,4,ทุจริตสอบพนักงานจ้าง ประจำปีงบประมาณ 2566,0,5
Typhoon2-7B,4,ร่วมกันใช้อำนาจหน้าที่โดยมิชอบช่วยเหลือพวกพ้องให้ได้รับการพิจารณาเข้าพักอาศัยบ้านพักเดี่ยวนิคมรถไฟ ม.,0,5
Typhoon2-7B,4,เข้าไปมีส่วนได้เสียในการขายยางพาราให้กับบริษัท อ.,0,1
Typhoon2-7B,4,ขอให้ตรวจสอบกรณีการนำเอาดินมาเทลงบนถนนบริเวณการก่อสร้างเขื่อนป้องกันตลิ่งริมแม่น้ำ ย. ช่วงบ้าน ร. หมู่ที่ 13 ตำบล ป. อำเภอ ม. จังหวัด พ. ว่าในการก่อสร้าง   มีการนำเอาดินมาเทลงบนถนนเลย ทำให้เกิดฝุ่นฟุ้งกระจาย และทำให้สภาพของพื้นถนนไม่แข็งแรง,0,2
Typhoon2-7B,4,"กำหนดเงื่อนไขคุณสมบัติผู้สมัครตำแหน่งผู้ช่วยเจ้าพนักงานธุรการไม่เป็นไปตามระเบียบทางราชการ โดยมีประกาศเมื่อวันที่ 26 มกราคม 2566 
",0,5
Typhoon2-7B,4,"นำเงินของวัด ภ. ไป จำนวน 240,850 บาท ค่าบล็อกเหรียญและค่าวัตถุมงคลที่สั่งซื้อมาใช้ในการจัดงานผูกพัทธสีมาปิดทองฝังลูกนิมิตของวัด ภ. ไปเป็นของตน
",0,4
Typhoon2-7B,4,"กล่าวหา เจ้าหน้าที่ของรัฐ สังกัดจังหวัด ส. อำเภอ ส. เทศบาลตำบล ส. และสำนักงานที่ดินจังหวัด ส. ว่ากระทำความผิดฐานทุจริตต่อหน้าที่หรือกระทำความผิดต่อตำแหน่งหน้าที่ราชการ กรณีออกโฉนดทับที่สาธารณะ บุกรุกครอบครองที่ดินสาธารณะที่ประชาชนใช้ร่วมกัน บริเวณ
บึง ร. ตำบล ส. อำเภอ ส. จังหวัด ส.",0,3
Typhoon2-7B,4,รังวัดสอบเขตที่ดินโฉนดเลขที่ 94038ฯ (3) ระวาง 5440 III 8430 (1:4000) เลขที่ดิน 295ฯ (3) หน้าสำรวจ 9600ฯ (3) ตำบล บ. อำเภอ ม. จังหวัด ช. ไม่เป็นไปตามเนื้อที่ดินเดิมตามหนังสือแจ้งการครอบครองที่ดินของผู้ครอบครองที่ได้ทำประโยชน์ในที่ดิน (สค.1),0,3
Typhoon2-7B,4,ดำเนินการโครงการก่อสร้างบ่อขยะพร้อมรั้วบริเวณ น. หมู่ที่ 4 บ้าน ม. ตำบล ด. อำเภอ ค. จังหวัด ช. โดยมิชอบ ,0,2
Typhoon2-7B,4,เจ้าหน้าที่ของรัฐ สังกัดศูนย์พัฒนาเด็กเล็ก บ. องค์การบริหารส่วนตำบล น.  อำเภอ ห. จังหวัด ช. ทุจริตการจัดซื้อจัดจ้างอาหารกลางวันของนักเรียนศูนย์พัฒนาเด็กเล็กบบ. ประจำปีการศึกษา 2565 ,0,2
Typhoon2-7B,4,ทุจริตการจัดซื้อจัดจ้างใช้จ่ายเงินดอกเบี้ยกองทุนเงินล้านซื้อสินค้าโดยไม่มีใบเสร็จรับเงิน และเบียดบังนำมอเตอร์ไฟฟ้าซึ่งเป็นทรัย์ของกองทุนเงินล้านไปขายโดยทุจริต,0,2
Typhoon2-7B,4,ทุจริตการใช้จ่ายงบประมาณ,0,1
Typhoon2-7B,4,"ปฏิบัติหน้าที่โดยมิชอบ ในการจัดซื้อจัดจ้างโครงการเงินอุดหนุนเฉพาะกิจ ประจำปี พ.ศ. 2556 ของ อบต.ป. 
โดยไม่ลงข้อมูลการสอบราคาและการคำนวณราคากลางในเว็บไซต์ของกรมบัญชีกลาง และเว็บไซต์ของหน่วยงานตามที่กฎหมายกำหนด เช่น
     1. โครงการปรับปรุงถนนลูกรัง บ้านว. หมู่ที่ 10 ต.ป. วงเงิน 3,206,000 บาท 
     2. โครงการปรับปรุงถนนลูกรัง บ้านว. หมู่ที่ 6 ต.ป. วงเงิน 2,455,000 บาท 
     3. โครงการปรับปรุงถนนลูกรัง บ้านป. หมู่ที่ 3 ต.ป. วงเงิน 2,745,000 บาท 
     4. โครงการปรับปรุงถนนลูกรัง บ้าน น. หมู่ที่ 12 ต.ป. วงเงิน 3,682,000 บาท 
     5. โครงการปรัปบรุงถนนลูกรัง เชื่อมหมู่บ้านไปบ้าน น.  ต.ป. วงเงิน 3,105,00 บาท
     6. โครงการปรับปรุงถนนลูกรัง หมู่ที่ 8 ต.ป. วงเงิน 2,238,000 บาท 
     7. โครงการปรับปรุงถนนลูกรัง บ้าน ค. หมู่ที่ 7 ต.ป. วงเงิน 2,455,000 บาท 
     8. โครงการปรับปรุงถนนลูกรัง บ้านว. หมู่ที่ 6 ต.ป. วงเงิน 2,599,000 บาท 
     9. โครงการปรับปรุงถนนลูกรัง บ้าน น. หมู่ที่ 12 ต.ป. วงเงิน 2,209,000 บาท 
     10. โครงการขุดลอกห้วย บ้าน ห.หมู่ที่ 8 - 16 ต.ป. วงเงิน 4,710,000 บาท",0,1
